nom_commune,cog_commune,siren_commune,nuance_politique,famille_nuance
Draguignan,83050,218300507,LDVC,Centre
Entrecasteaux,83051,218300515,LNC,Non classé
Esparron,83052,218300523,NC,Non classé
Evenos,83053,218300531,LNC,Non classé
La Farlède,83054,218300549,,
Fayence,83055,218300556,LDVD,Droite
Figanières,83056,218300564,LNC,Non classé
Flassans-Sur-Issole,83057,218300572,LDIV,Courants politiques divers
Flayosc,83058,218300580,LDVD,Droite
Forcalqueiret,83059,218300598,LNC,Non classé
Fox-Amphoux,83060,218300606,NC,Non classé
Fréjus,83061,218300614,LRN,Extrême droite
La Garde,83062,218300622,,
La Garde-Freinet,83063,218300630,LNC,Non classé
Garéoult,83064,218300648,LDVD,Droite
Gassin,83065,218300655,LNC,Non classé
Ginasservis,83066,218300663,LNC,Non classé
Gonfaron,83067,218300671,LDVD,Droite
Grimaud,83068,218300689,LDVD,Droite
Hyères,83069,218300697,LLR,Droite
Le Lavandou,83070,218300705,LLR,Droite
La Londe-Les-Maures,83071,218300713,LLR,Droite
Lorgues,83072,218300721,LLR,Droite
Le Luc,83073,218300739,"LDVD,LDVC",Droite
La Martre,83074,218300747,NC,Non classé
Les Mayons,83075,218300754,NC,Non classé
Mazaugues,83076,218300762,NC,Non classé
Méounes-Lès-Montrieux,83077,218300770,LNC,Non classé
Moissac-Bellevue,83078,218300788,NC,Non classé
La Môle,83079,218300796,,
Mons,83080,218300804,NC,Non classé
Montauroux,83081,218300812,LDVC,Centre
Montferrat,83082,218300820,LNC,Non classé
Montfort-Sur-Argens,83083,218300838,LNC,Non classé
Montmeyan,83084,218300846,NC,Non classé
La Motte,83085,218300853,LNC,Non classé
Le Muy,83086,218300861,LDVD,Droite
Nans-Les-Pins,83087,218300879,LDVD,Droite
Néoules,83088,218300887,,
Ollières,83089,218300895,NC,Non classé
Ollioules,83090,218300903,LDVD,Droite
Pierrefeu-Du-Var,83091,218300911,LDVG,Gauche
Pignans,83092,218300929,LDVD,Droite
Plan-D'Aups-Sainte-Baume,83093,218300937,LNC,Non classé
Le Plan-De-La-Tour,83094,218300945,LNC,Non classé
Pontevès,83095,218300952,NC,Non classé
Pourcieux,83096,218300960,LNC,Non classé
Pourrières,83097,218300978,,
Le Pradet,83098,218300986,LLR,Droite
Puget-Sur-Argens,83099,218300994,LDVD,Droite
Puget-Ville,83100,218301000,LDVD,Droite
Ramatuelle,83101,218301018,LNC,Non classé
Régusse,83102,218301026,LNC,Non classé
Le Revest-Les-Eaux,83103,218301034,LDVD,Droite
Rians,83104,218301042,LDVD,Droite
Riboux,83105,218301059,NC,Non classé
Rocbaron,83106,218301067,LDVD,Droite
Roquebrune-Sur-Argens,83107,218301075,LDVC,Centre
La Roquebrussanne,83108,218301083,LNC,Non classé
La Roque-Esclapon,83109,218301091,NC,Non classé
Rougiers,83110,218301109,LNC,Non classé
Sainte-Anastasie-Sur-Issole,83111,218301117,,
Saint-Cyr-Sur-Mer,83112,218301125,LDVD,Droite
Saint-Julien,83113,218301133,LNC,Non classé
Saint-Martin,83114,218301141,NC,Non classé
Sainte-Maxime,83115,218301158,LDVD,Droite
Saint-Maximin-La-Sainte-Baume,83116,218301166,LDVG,Gauche
Saint-Paul-En-Forêt,83117,218301174,LNC,Non classé
Saint-Raphaël,83118,218301182,LDVD,Droite
Saint-Tropez,83119,218301190,,
Saint-Zacharie,83120,218301208,LDVG,Gauche
Salernes,83121,218301216,,
Les Salles-Sur-Verdon,83122,218301224,NC,Non classé
Sanary-Sur-Mer,83123,218301232,,
Seillans,83124,218301240,LNC,Non classé
Seillons-Source-D'Argens,83125,218301257,LNC,Non classé
La Seyne-Sur-Mer,83126,218301265,LDVD,Droite
Signes,83127,218301273,LNC,Non classé
Sillans-La-Cascade,83128,218301281,NC,Non classé
Six-Fours-Les-Plages,83129,218301299,LDVD,Droite
Solliès-Pont,83130,218301307,LDVD,Droite
Solliès-Toucas,83131,218301315,LDIV,Courants politiques divers
Solliès-Ville,83132,218301323,LNC,Non classé
Tanneron,83133,218301331,LNC,Non classé
Taradeau,83134,218301349,LNC,Non classé
Tavernes,83135,218301356,LNC,Non classé
Le Thoronet,83136,218301364,LNC,Non classé
Toulon,83137,218301372,,
Tourrettes,83138,218301380,LNC,Non classé
Tourtour,83139,218301398,NC,Non classé
Tourves,83140,218301406,LDVD,Droite
Trans-En-Provence,83141,218301414,LLR,Droite
Trigance,83142,218301422,NC,Non classé
Le Val,83143,218301430,LDIV,Courants politiques divers
La Valette-Du-Var,83144,218301448,LDVD,Droite
Varages,83145,218301455,LNC,Non classé
La Verdière,83146,218301463,LNC,Non classé
Vérignon,83147,218301471,NC,Non classé
Vidauban,83148,218301489,LDVD,Droite
Villecroze,83149,218301497,LNC,Non classé
Vinon-Sur-Verdon,83150,218301505,LDIV,Courants politiques divers
Vins-Sur-Caramy,83151,218301513,LNC,Non classé
Rayol-Canadel-Sur-Mer,83152,218301521,NC,Non classé
Saint-Mandrier-Sur-Mer,83153,218301539,LLR,Droite
Saint-Antonin-Du-Var,83154,218301547,NC,Non classé
Althen-Des-Paluds,84001,218400018,LNC,Non classé
Ansouis,84002,218400026,LNC,Non classé
Apt,84003,218400034,,
Aubignan,84004,218400042,LDVG,Gauche
Aurel,84005,218400059,NC,Non classé
Auribeau,84006,218400067,NC,Non classé
Avignon,84007,218400075,LDVG,Gauche
Le Barroux,84008,218400083,NC,Non classé
La Bastide-Des-Jourdans,84009,218400091,LNC,Non classé
Le Beaucet,84011,218400117,NC,Non classé
Beaumes-De-Venise,84012,218400125,LNC,Non classé
Beaumettes,84013,218400133,NC,Non classé
Beaumont-De-Pertuis,84014,218400141,LNC,Non classé
Beaumont-Du-Ventoux,84015,218400158,NC,Non classé
Bédarrides,84016,218400166,LDVD,Droite
Bedoin,84017,218400174,LNC,Non classé
Blauvac,84018,218400182,NC,Non classé
Bollène,84019,218400190,"LDVG,LDIV",Gauche
Bonnieux,84020,218400208,LNC,Non classé
Brantes,84021,218400216,NC,Non classé
Buisson,84022,218400224,NC,Non classé
Buoux,84023,218400232,NC,Non classé
Cabrières-D'Aigues,84024,218400240,NC,Non classé
Cabrières-D'Avignon,84025,218400257,LNC,Non classé
Cadenet,84026,218400265,LDIV,Courants politiques divers
Caderousse,84027,218400273,LNC,Non classé
Cairanne,84028,218400281,LNC,Non classé
Camaret-Sur-Aigues,84029,218400299,LEXD,Extrême droite
Caromb,84030,218400307,LNC,Non classé
Carpentras,84031,218400315,LDVG,Gauche
Caseneuve,84032,218400323,NC,Non classé
Castellet-En-Luberon,84033,218400331,NC,Non classé
Caumont-Sur-Durance,84034,218400349,LDIV,Courants politiques divers
Cavaillon,84035,218400356,LLR,Droite
Châteauneuf-De-Gadagne,84036,218400364,LNC,Non classé
Châteauneuf-Du-Pape,84037,218400372,LNC,Non classé
Cheval-Blanc,84038,218400380,LDVD,Droite
Courthézon,84039,218400398,LDVD,Droite
Crestet,84040,218400406,NC,Non classé
Crillon-Le-Brave,84041,218400414,NC,Non classé
Cucuron,84042,218400422,LNC,Non classé
Entraigues-Sur-La-Sorgue,84043,218400430,LDVG,Gauche
Entrechaux,84044,218400448,LNC,Non classé
Faucon,84045,218400455,NC,Non classé
Flassan,84046,218400463,NC,Non classé
Gargas,84047,218400471,,
Gignac,84048,218400489,NC,Non classé
Gigondas,84049,218400497,NC,Non classé
Gordes,84050,218400505,LNC,Non classé
Goult,84051,218400513,LNC,Non classé
Grambois,84052,218400521,LNC,Non classé
Grillon,84053,218400539,LNC,Non classé
L'Isle-Sur-La-Sorgue,84054,218400547,LDVD,Droite
Jonquerettes,84055,218400554,LNC,Non classé
Jonquières,84056,218400562,LDVD,Droite
Joucas,84057,218400570,NC,Non classé
Lacoste,84058,218400588,NC,Non classé
Lafare,84059,218400596,NC,Non classé
Lagarde-D'Apt,84060,218400604,NC,Non classé
Lagarde-Paréol,84061,218400612,NC,Non classé
Lagnes,84062,218400620,LNC,Non classé
Lamotte-Du-Rhône,84063,218400638,NC,Non classé
Lapalud,84064,218400646,"LDVG,LDIV",Gauche
Lauris,84065,218400653,LDIV,Courants politiques divers
Lioux,84066,218400661,NC,Non classé
Loriol-Du-Comtat,84067,218400679,LNC,Non classé
Lourmarin,84068,218400687,LNC,Non classé
Malaucène,84069,218400695,LNC,Non classé
Malemort-Du-Comtat,84070,218400703,LNC,Non classé
Maubec,84071,218400711,LNC,Non classé
Mazan,84072,218400729,LDVD,Droite
Ménerbes,84073,218400737,NC,Non classé
Mérindol,84074,218400745,LNC,Non classé
Méthamis,84075,218400752,NC,Non classé
Mirabeau,84076,218400760,LNC,Non classé
Modène,84077,218400778,NC,Non classé
Mondragon,84078,218400786,LDVG,Gauche
Monieux,84079,218400794,NC,Non classé
Monteux,84080,218400802,LDVC,Centre
Morières-Lès-Avignon,84081,218400810,LEXD,Extrême droite
Mormoiron,84082,218400828,LNC,Non classé
Mornas,84083,218400836,LNC,Non classé
La Motte-D'Aigues,84084,218400844,LNC,Non classé
Murs,84085,218400851,NC,Non classé
Oppède,84086,218400869,LNC,Non classé
Orange,84087,218400877,,
Pernes-Les-Fontaines,84088,218400885,LDVD,Droite
Pertuis,84089,218400893,LDVD,Droite
Peypin-D'Aigues,84090,218400901,NC,Non classé
Piolenc,84091,218400919,LDVD,Droite
Le Pontet,84092,218400927,LRN,Extrême droite
Puget,84093,218400935,NC,Non classé
Puyméras,84094,218400943,NC,Non classé
Puyvert,84095,218400950,NC,Non classé
Rasteau,84096,218400968,NC,Non classé
Richerenches,84097,218400976,NC,Non classé
Roaix,84098,218400984,NC,Non classé
Robion,84099,218400992,LDVD,Droite
La Roque-Alric,84100,218401008,NC,Non classé
La Roque-Sur-Pernes,84101,218401016,NC,Non classé
Roussillon,84102,218401024,LNC,Non classé
Rustrel,84103,218401032,NC,Non classé
Sablet,84104,218401040,LNC,Non classé
Saignon,84105,218401057,NC,Non classé
Sainte-Cécile-Les-Vignes,84106,218401065,LNC,Non classé
Saint-Christol,84107,218401073,LNC,Non classé
Saint-Didier,84108,218401081,LNC,Non classé
Saint-Hippolyte-Le-Graveyron,84109,218401099,NC,Non classé
Saint-Léger-Du-Ventoux,84110,218401107,NC,Non classé
Saint-Marcellin-Lès-Vaison,84111,218401115,NC,Non classé
Saint-Martin-De-Castillon,84112,218401123,NC,Non classé
Saint-Martin-De-La-Brasque,84113,218401131,NC,Non classé
Saint-Pantaléon,84114,218401149,NC,Non classé
Saint-Pierre-De-Vassols,84115,218401156,,
Saint-Romain-En-Viennois,84116,218401164,NC,Non classé
Saint-Roman-De-Malegarde,84117,218401172,NC,Non classé
Saint-Saturnin-Lès-Apt,84118,218401180,LNC,Non classé
Saint-Saturnin-Lès-Avignon,84119,218401198,LDIV,Courants politiques divers
Saint-Trinit,84120,218401206,NC,Non classé
Sannes,84121,218401214,NC,Non classé
Sarrians,84122,218401222,LLR,Droite
Sault,84123,218401230,LNC,Non classé
Saumane-De-Vaucluse,84124,218401248,NC,Non classé
Savoillan,84125,218401255,NC,Non classé
Séguret,84126,218401263,NC,Non classé
Sérignan-Du-Comtat,84127,218401271,LNC,Non classé
Sivergues,84128,218401289,NC,Non classé
Sorgues,84129,218401297,LDVD,Droite
Suzette,84130,218401305,NC,Non classé
Taillades,84131,218401313,LNC,Non classé
Le Thor,84132,218401321,LDVD,Droite
La Tour-D'Aigues,84133,218401339,,
Travaillan,84134,218401347,NC,Non classé
Uchaux,84135,218401354,LNC,Non classé
Vacqueyras,84136,218401362,LNC,Non classé
Vaison-La-Romaine,84137,218401370,LDVD,Droite
Valréas,84138,218401388,LDVD,Droite
Fontaine-De-Vaucluse,84139,218401396,NC,Non classé
Vaugines,84140,218401404,NC,Non classé
Vedène,84141,218401412,LDVD,Droite
Velleron,84142,218401420,LNC,Non classé
Venasque,84143,218401438,LNC,Non classé
Viens,84144,218401446,NC,Non classé
Villars,84145,218401453,NC,Non classé
Villedieu,84146,218401461,NC,Non classé
Villelaure,84147,218401479,LNC,Non classé
Villes-Sur-Auzon,84148,218401487,LNC,Non classé
Violès,84149,218401495,LNC,Non classé
Visan,84150,218401503,,
Vitrolles-En-Lubéron,84151,218401511,NC,Non classé
L'Aiguillon-La-Presqu'Île,85001,218500015,,
L'Aiguillon-Sur-Vie,85002,218500023,LNC,Non classé
Aizenay,85003,218500031,LDVD,Droite
Angles,85004,218500049,LNC,Non classé
Antigny,85005,218500056,LNC,Non classé
Apremont,85006,218500064,LNC,Non classé
Aubigny-Les Clouzeaux,85008,200057792,LDVG,Gauche
Auchay-Sur-Vendée,85009,200063956,,
Avrillé,85010,218500106,,
Barbâtre,85011,218500114,LNC,Non classé
La Barre-De-Monts,85012,218500122,LNC,Non classé
Bazoges-En-Paillers,85013,218500130,LNC,Non classé
Bazoges-En-Pareds,85014,218500148,,
Beaufou,85015,218500155,LNC,Non classé
Beaulieu-Sous-La-Roche,85016,218500163,LNC,Non classé
Beaurepaire,85017,218500171,LNC,Non classé
Beauvoir-Sur-Mer,85018,218500189,LDVD,Droite
Bellevigny,85019,200057701,,
Benet,85020,218500205,,
La Bernardière,85021,218500213,LNC,Non classé
Le Bernard,85022,218500221,LNC,Non classé
Bessay,85023,218500239,NC,Non classé
Bois-De-Céné,85024,218500247,LNC,Non classé
La Boissière-De-Montaigu,85025,218500254,,
La Boissière-Des-Landes,85026,218500262,LNC,Non classé
Bouillé-Courdault,85028,218500288,NC,Non classé
Bouin,85029,218500296,LNC,Non classé
Le Boupère,85031,218500312,LNC,Non classé
Bourneau,85033,218500338,NC,Non classé
Bournezeau,85034,218500346,LNC,Non classé
Bretignolles-Sur-Mer,85035,218500353,LDVD,Droite
La Bretonnière-La Claye,85036,218500361,NC,Non classé
Les Brouzils,85038,218500387,LNC,Non classé
La Bruffière,85039,218500395,LDVD,Droite
La Caillère-Saint-Hilaire,85040,218500403,LNC,Non classé
Chaillé-Les-Marais,85042,218500429,LNC,Non classé
La Chaize-Giraud,85045,218500452,LNC,Non classé
La Chaize-Le-Vicomte,85046,218500460,LDVD,Droite
Challans,85047,218500478,LDVC,Centre
Champagné-Les-Marais,85049,218500494,LNC,Non classé
Le Champ-Saint-Père,85050,218500502,LNC,Non classé
Chantonnay,85051,218500510,LDVD,Droite
La Chapelle-Hermier,85054,218500544,NC,Non classé
La Chapelle-Palluau,85055,218500551,NC,Non classé
La Chapelle-Thémer,85056,218500569,NC,Non classé
Chasnais,85058,218500585,NC,Non classé
La Châtaigneraie,85059,218500593,,
Château-Guibert,85061,218500619,LNC,Non classé
Châteauneuf,85062,218500627,LNC,Non classé
Chauché,85064,218500643,LNC,Non classé
Chavagnes-En-Paillers,85065,218500650,,
Chavagnes-Les-Redoux,85066,218500668,NC,Non classé
Cheffois,85067,218500676,NC,Non classé
Coëx,85070,218500700,,
Commequiers,85071,218500718,LDVD,Droite
La Copechagnière,85072,218500726,NC,Non classé
Corpe,85073,218500734,LNC,Non classé
La Couture,85074,218500742,NC,Non classé
Cugand,85076,218500767,LNC,Non classé
Curzon,85077,218500775,NC,Non classé
Damvix,85078,218500783,NC,Non classé
Doix Lès Fontaines,85080,200057677,LNC,Non classé
Dompierre-Sur-Yon,85081,218500817,LDVG,Gauche
Les Epesses,85082,218500825,LNC,Non classé
L'Epine,85083,218500833,LNC,Non classé
Essarts En Bocage,85084,200054260,,
Falleron,85086,218500866,LNC,Non classé
Faymoreau,85087,218500874,NC,Non classé
Le Fenouiller,85088,218500882,LDVD,Droite
La Ferrière,85089,218500890,LDVD,Droite
Sèvremont,85090,200059079,LDVD,Droite
Fontenay-Le-Comte,85092,218500924,LDVD,Droite
Fougeré,85093,218500932,LNC,Non classé
Foussais-Payré,85094,218500940,LNC,Non classé
Froidfond,85095,218500957,LNC,Non classé
La Garnache,85096,218500965,LDVD,Droite
La Gaubretière,85097,218500973,LNC,Non classé
La Génétouze,85098,218500981,LNC,Non classé
Le Girouard,85099,218500999,,
Givrand,85100,218501005,LNC,Non classé
Le Givre,85101,218501013,NC,Non classé
Grand'Landes,85102,218501021,NC,Non classé
Grosbreuil,85103,218501039,LNC,Non classé
Grues,85104,218501047,NC,Non classé
Le Gué-De-Velluire,85105,218501054,NC,Non classé
La Guérinière,85106,218501062,,
L'Herbergement,85108,218501088,LNC,Non classé
Les Herbiers,85109,218501096,,
L'Hermenault,85110,218501104,NC,Non classé
L'Ile-D'Elle,85111,218501112,LNC,Non classé
L'Ile-D'Olonne,85112,218501120,LNC,Non classé
L'Ile-D'Yeu,85113,218501138,,
Jard-Sur-Mer,85114,218501146,LNC,Non classé
La Jaudonnière,85115,218501153,NC,Non classé
La Jonchère,85116,218501161,NC,Non classé
Lairoux,85117,218501179,NC,Non classé
Landeronde,85118,218501187,LNC,Non classé
Les Landes-Genusson,85119,218501195,LNC,Non classé
Landevieille,85120,218501203,LNC,Non classé
Le Langon,85121,218501211,LNC,Non classé
Liez,85123,218501237,NC,Non classé
Loge-Fougereuse,85125,218501252,NC,Non classé
Longèves,85126,218501260,LNC,Non classé
Longeville-Sur-Mer,85127,218501278,LNC,Non classé
Luçon,85128,218501286,LDVD,Droite
Les Lucs-Sur-Boulogne,85129,218501294,,
Maché,85130,218501302,LNC,Non classé
Les Magnils-Reigniers,85131,218501310,LNC,Non classé
Maillé,85132,218501328,NC,Non classé
Maillezais,85133,218501336,NC,Non classé
Mallièvre,85134,218501344,NC,Non classé
Mareuil-Sur-Lay-Dissais,85135,218501351,LNC,Non classé
Marillet,85136,218501369,NC,Non classé
Marsais-Sainte-Radégonde,85137,218501377,NC,Non classé
Martinet,85138,218501385,LNC,Non classé
Le Mazeau,85139,218501393,NC,Non classé
La Meilleraie-Tillay,85140,218501401,LNC,Non classé
Menomblet,85141,218501419,NC,Non classé
La Merlatière,85142,218501427,LNC,Non classé
Mervent,85143,218501435,LNC,Non classé
Mesnard-La-Barotière,85144,218501443,LNC,Non classé
Monsireigne,85145,218501450,NC,Non classé
Montaigu-Vendée,85146,200081115,LDVD,Droite
Montournais,85147,218501476,,
Montreuil,85148,218501484,NC,Non classé
Moreilles,85149,218501492,NC,Non classé
Mortagne-Sur-Sèvre,85151,218501518,LDVD,Droite
Les Achards,85152,200065795,LDVD,Droite
Mouchamps,85153,218501534,LNC,Non classé
Mouilleron-Saint-Germain,85154,200057628,LNC,Non classé
Mouilleron-Le-Captif,85155,218501559,LDVD,Droite
Moutiers-Les-Mauxfaits,85156,218501567,,
Moutiers-Sur-Le-Lay,85157,218501575,NC,Non classé
Mouzeuil-Saint-Martin,85158,218501583,LNC,Non classé
Nalliers,85159,218501591,LNC,Non classé
Nesmy,85160,218501609,LNC,Non classé
Nieul-Le-Dolent,85161,218501617,LNC,Non classé
Rives-D'Autise,85162,200085546,LNC,Non classé
Noirmoutier-En-L'Ile,85163,218501633,LDVC,Centre
Notre-Dame-De-Monts,85164,218501641,LNC,Non classé
L'Oie,85165,,,
L'Orbrie,85167,218501674,NC,Non classé
Palluau,85169,218501690,LNC,Non classé
Péault,85171,218501716,NC,Non classé
Le Perrier,85172,218501724,LNC,Non classé
Petosse,85174,218501740,NC,Non classé
Les Pineaux,85175,218501757,NC,Non classé
Pissotte,85176,218501765,LNC,Non classé
Les Velluire-Sur-Vendée,85177,200082147,LNC,Non classé
Le Poiré-Sur-Vie,85178,218501781,LDVD,Droite
Poiroux,85179,218501799,,
Pouillé,85181,218501815,NC,Non classé
Pouzauges,85182,218501823,LDVG,Gauche
Puy-De-Serre,85184,218501849,NC,Non classé
Puyravault,85185,218501856,NC,Non classé
La Rabatelière,85186,218501864,NC,Non classé
Réaumur,85187,218501872,NC,Non classé
La Réorthe,85188,218501880,,
Notre-Dame-De-Riez,85189,218501898,LNC,Non classé
Rocheservière,85190,218501906,LNC,Non classé
La Roche-Sur-Yon,85191,218501914,LDVC,Centre
Rochetrejoux,85192,218501922,NC,Non classé
Rosnay,85193,218501930,NC,Non classé
Les Sables-D'Olonne,85194,200082139,LUD,Droite
Saint-André-Goule-D'Oie,85196,218501963,LNC,Non classé
Montréverd,85197,200058386,LDVD,Droite
Saint-Aubin-Des-Ormeaux,85198,218501989,LNC,Non classé
Saint-Aubin-La-Plaine,85199,218501997,NC,Non classé
Saint-Avaugourd-Des-Landes,85200,218502003,,
Saint-Benoist-Sur-Mer,85201,218502011,NC,Non classé
Sainte-Cécile,85202,218502029,LNC,Non classé
Saint-Christophe-Du-Ligneron,85204,218502045,LNC,Non classé
Saint-Cyr-Des-Gâts,85205,218502052,NC,Non classé
Saint-Cyr-En-Talmondais,85206,218502060,NC,Non classé
Saint-Denis-Du-Payré,85207,218502078,NC,Non classé
Saint-Denis-La-Chevasse,85208,218502086,LNC,Non classé
Saint-Etienne-De-Brillouet,85209,218502094,NC,Non classé
Saint-Etienne-Du-Bois,85210,218502102,LNC,Non classé
Sainte-Flaive-Des-Loups,85211,218502110,LNC,Non classé
Sainte-Florence,85212,,,
Rives De L'Yon,85213,200059962,LDVD,Droite
Sainte-Foy,85214,218502144,LNC,Non classé
Saint-Fulgent,85215,218502151,LDVD,Droite
Sainte-Gemme-La-Plaine,85216,218502169,LNC,Non classé
Saint-Georges-De-Pointindoux,85218,218502185,LNC,Non classé
Saint-Germain-De-Prinçay,85220,218502201,LNC,Non classé
Saint-Gervais,85221,218502219,LNC,Non classé
Saint-Gilles-Croix-De-Vie,85222,218502227,LDVD,Droite
Sainte-Hermine,85223,218502235,LNC,Non classé
Saint-Hilaire-De-Riez,85226,218502268,"LDIV,LDVG",Courants politiques divers
Saint-Hilaire-Des-Loges,85227,218502276,,
Saint-Hilaire-De-Voust,85229,218502292,NC,Non classé
Saint-Hilaire-La-Forêt,85231,218502318,NC,Non classé
Saint-Hilaire-Le-Vouhis,85232,218502326,,
Saint-Jean-De-Beugné,85233,218502334,NC,Non classé
Saint-Jean-De-Monts,85234,218502342,LDVG,Gauche
Saint-Juire-Champgillon,85235,218502359,NC,Non classé
Saint-Julien-Des-Landes,85236,218502367,LNC,Non classé
Saint-Laurent-De-La-Salle,85237,218502375,NC,Non classé
Saint-Laurent-Sur-Sèvre,85238,218502383,LDVD,Droite
Saint-Maixent-Sur-Vie,85239,218502391,LNC,Non classé
Saint-Malô-Du-Bois,85240,218502409,LNC,Non classé
Saint-Mars-La-Réorthe,85242,218502425,NC,Non classé
Brem-Sur-Mer,85243,218502433,LNC,Non classé
Saint-Martin-De-Fraigneau,85244,218502441,NC,Non classé
Saint-Martin-Des-Fontaines,85245,218502458,NC,Non classé
Saint-Martin-Des-Noyers,85246,218502466,LNC,Non classé
Saint-Martin-Des-Tilleuls,85247,218502474,LNC,Non classé
Saint-Martin-Lars-En-Sainte-Hermine,85248,218502482,NC,Non classé
Saint-Mathurin,85250,218502508,LNC,Non classé
Saint-Maurice-Des-Noues,85251,218502516,NC,Non classé
Saint-Maurice-Le-Girard,85252,218502524,NC,Non classé
Saint-Mesmin,85254,218502540,LNC,Non classé
Saint-Michel-En-L'Herm,85255,218502557,LNC,Non classé
Saint-Michel-Le-Cloucq,85256,218502565,LNC,Non classé
Saint-Paul-En-Pareds,85259,218502599,LNC,Non classé
Saint-Paul-Mont-Penit,85260,218502607,NC,Non classé
Sainte-Pexine,85261,218502615,NC,Non classé
Saint-Philbert-De-Bouaine,85262,218502623,LNC,Non classé
Saint-Pierre-Du-Chemin,85264,218502649,LNC,Non classé
Saint-Pierre-Le-Vieux,85265,218502656,NC,Non classé
Saint-Prouant,85266,218502664,LNC,Non classé
Sainte-Radégonde-Des-Noyers,85267,218502672,NC,Non classé
Saint-Révérend,85268,218502680,LNC,Non classé
Saint-Sigismond,85269,218502698,NC,Non classé
Saint-Urbain,85273,218502730,LNC,Non classé
Saint-Valérien,85274,218502748,NC,Non classé
Saint-Vincent-Sterlanges,85276,218502763,NC,Non classé
Saint-Vincent-Sur-Graon,85277,218502771,LNC,Non classé
Saint-Vincent-Sur-Jard,85278,218502789,,
Sallertaine,85280,218502805,LNC,Non classé
Sérigné,85281,218502813,NC,Non classé
Sigournais,85282,218502821,NC,Non classé
Soullans,85284,218502847,LDVD,Droite
Le Tablier,85285,218502854,NC,Non classé
La Taillée,85286,218502862,NC,Non classé
Tallud-Sainte-Gemme,85287,218502870,NC,Non classé
Talmont-Saint-Hilaire,85288,218502888,LDVD,Droite
Terval,85289,218502896,LNC,Non classé
Thiré,85290,218502904,NC,Non classé
Thorigny,85291,218502912,LNC,Non classé
Tiffauges,85293,218502938,LNC,Non classé
La Tranche-Sur-Mer,85294,218502946,LNC,Non classé
Treize-Septiers,85295,218502953,LNC,Non classé
Treize-Vents,85296,218502961,LNC,Non classé
Triaize,85297,218502979,LNC,Non classé
Vairé,85298,218502987,LNC,Non classé
Venansault,85300,218503001,LDVD,Droite
Vendrennes,85301,218503019,LNC,Non classé
Chanverrie,85302,200085009,LDVD,Droite
Vix,85303,218503035,LNC,Non classé
Vouillé-Les-Marais,85304,218503043,NC,Non classé
Vouvant,85305,218503050,NC,Non classé
Xanton-Chassenon,85306,218503068,NC,Non classé
Adriers,86001,218600013,NC,Non classé
Amberre,86002,218600021,NC,Non classé
Anché,86003,218600039,NC,Non classé
Angles-Sur-L'Anglin,86004,218600047,NC,Non classé
Angliers,86005,218600054,NC,Non classé
Antigny,86006,218600062,NC,Non classé
Antran,86007,218600070,,
Arçay,86008,218600088,NC,Non classé
Archigny,86009,218600096,LNC,Non classé
Aslonnes,86010,218600104,LNC,Non classé
Asnières-Sur-Blour,86011,218600112,NC,Non classé
Asnois,86012,218600120,NC,Non classé
Aulnay,86013,218600138,NC,Non classé
Availles-En-Châtellerault,86014,218600146,LNC,Non classé
Availles-Limouzine,86015,218600153,LNC,Non classé
Avanton,86016,218600161,LNC,Non classé
Ayron,86017,218600179,LNC,Non classé
Basses,86018,218600187,NC,Non classé
Beaumont-Saint-Cyr,86019,200064533,LNC,Non classé
Bellefonds,86020,218600203,NC,Non classé
Berrie,86022,218600229,NC,Non classé
Berthegon,86023,218600237,NC,Non classé
Béruges,86024,218600245,LNC,Non classé
Béthines,86025,218600252,NC,Non classé
Beuxes,86026,218600260,NC,Non classé
Biard,86027,218600278,LNC,Non classé
Bignoux,86028,218600286,LNC,Non classé
Blanzay,86029,218600294,NC,Non classé
Bonnes,86031,218600310,LNC,Non classé
Bonneuil-Matours,86032,218600328,LNC,Non classé
Bouresse,86034,218600344,NC,Non classé
Bourg-Archambault,86035,218600351,NC,Non classé
Bournand,86036,218600369,NC,Non classé
Brigueil-Le-Chantre,86037,218600377,NC,Non classé
Brion,86038,218600385,NC,Non classé
Brux,86039,218600393,NC,Non classé
La Bussière,86040,218600401,NC,Non classé
Buxerolles,86041,218600419,LDVD,Droite
Buxeuil,86042,218600427,NC,Non classé
Ceaux-En-Loudun,86044,218600443,NC,Non classé
Celle-Lévescault,86045,218600450,LNC,Non classé
Cenon-Sur-Vienne,86046,218600468,LNC,Non classé
Cernay,86047,218600476,NC,Non classé
Chabournay,86048,218600484,LNC,Non classé
Chalais,86049,218600492,NC,Non classé
Chalandray,86050,218600500,NC,Non classé
Champagné-Le-Sec,86051,218600518,NC,Non classé
Champagné-Saint-Hilaire,86052,218600526,LNC,Non classé
Champigny En Rochereau,86053,200063428,LNC,Non classé
Champniers,86054,218600542,NC,Non classé
La Chapelle-Bâton,86055,218600559,NC,Non classé
La Chapelle-Moulière,86058,218600583,NC,Non classé
Chapelle-Viviers,86059,218600591,NC,Non classé
Charroux,86061,218600617,LNC,Non classé
Chasseneuil-Du-Poitou,86062,218600625,LDVD,Droite
Chatain,86063,218600633,NC,Non classé
Château-Garnier,86064,218600641,NC,Non classé
Château-Larcher,86065,218600658,LNC,Non classé
Châtellerault,86066,218600666,LDVD,Droite
Chaunay,86068,218600682,LNC,Non classé
La Chaussée,86069,218600690,NC,Non classé
