Libellé de la commune,Code de la commune,Nom de l'élu,Prénom de l'élu,Date de début du mandat
Dettwiller,67089,BOEHM,Pascal,18/05/2020
Diebolsheim,67090,NEITER,Brigitte,18/05/2020
Diedendorf,67091,EBERHARDT,Jacky,18/05/2020
Dieffenbach-Au-Val,67092,SCHMITT,Bernard,18/05/2020
Dieffenbach-Lès-Woerth,67093,WACKER,Patrick Jean-Louis,18/05/2020
Dieffenthal,67094,ANDREA,Charles,18/05/2020
Diemeringen,67095,OURY,Nicole,18/05/2020
Dimbsthal,67096,SCHMITT,Claude,18/05/2020
Dingsheim,67097,BURGER,Gaston,18/05/2020
Dinsheim-Sur-Bruche,67098,FISCHER,Marie-Reine,18/05/2020
Domfessel,67099,KUCHLY,Charles Fils,18/05/2020
Donnenheim,67100,SCHISSELE,Stéphan,18/05/2020
Dorlisheim,67101,ROTH,Gilbert,18/05/2020
Dossenheim-Kochersberg,67102,ZILLIOX,Raymond,18/05/2020
Dossenheim-Sur-Zinsel,67103,ENSMINGER,Fabrice,18/05/2020
Drachenbronn-Birlenbach,67104,KOEPF,Pierre,18/05/2020
Drulingen,67105,SCHEUER,Jean-Louis,18/05/2020
Drusenheim,67106,KELLER,Jacky,18/05/2020
Duntzenheim,67107,ZIMMERMANN,Virginie,18/05/2020
Duppigheim,67108,HAEGY,Julien,18/05/2020
Durningen,67109,BLANCHAIS,Christine,18/05/2020
Durrenbach,67110,SIEDEL,Dominique,18/05/2020
Durstel,67111,STUTZMANN,Gérard,18/05/2020
Duttlenheim,67112,DENISTY,Alexandre,18/05/2020
Eberbach-Seltz,67113,STOLTZ,Pascal,18/05/2020
Ebersheim,67115,WIRA,Michel,18/05/2020
Ebersmunster,67116,HIRTZ,Sylvie,18/05/2020
Eckartswiller,67117,JUNDT,Jean-Jacques,18/05/2020
Eckbolsheim,67118,HALB,Isabelle,18/05/2020
Eckwersheim,67119,BADER,Camille,18/05/2020
Eichhoffen,67120,LAVIGNE,Evelyne,18/05/2020
Elsenheim,67121,GRISS,Vincent,18/05/2020
Wangenbourg-Engenthal,67122,ACKER,Daniel,18/05/2020
Engwiller,67123,LEONHARD,Jean-Luc,18/05/2020
Entzheim,67124,HUMANN,Jean,18/05/2020
Epfig,67125,MANDRY,Jean-Claude,18/05/2020
Erckartswiller,67126,ADAM,Jean,18/05/2020
Ergersheim,67127,WEHR,Marianne,28/06/2020
Ernolsheim-Bruche,67128,FRANCHET,Eric,18/05/2020
Ernolsheim-Lès-Saverne,67129,INGWEILER,Alfred,18/05/2020
Erstein,67130,DINTRICH,Benoît,10/07/2022
Eschau,67131,SUBLON,Yves,18/05/2020
Eschbach,67132,TRITSCHBERGER,Hervé,18/05/2020
Eschbourg,67133,WAGNER,Etienne,18/05/2020
Eschwiller,67134,TRAXEL,Jean-Paul,18/05/2020
Ettendorf,67135,RODRIGUEZ,Nicolas,28/06/2020
Eywiller,67136,HOEHN,Marcel,18/05/2020
Fegersheim,67137,SCHAAL,Thierry,18/05/2020
Fessenheim-Le-Bas,67138,LUTTMANN,Pierre,18/05/2020
Flexbourg,67139,TURIN,Denis,18/05/2020
Forstfeld,67140,BOEHMLER,Philippe,18/05/2020
Forstheim,67141,PETER,Guillaume,18/05/2020
Fort-Louis,67142,COUSANDIER,Daniel,28/06/2020
Fouchy,67143,DAVID,Joffrey,18/05/2020
Fouday,67144,GUIDAT,Maurice,18/05/2020
Friedolsheim,67145,SCHOTT,André,18/05/2020
Friesenheim,67146,EGGERMANN,René,18/05/2020
Froeschwiller,67147,BASTIAN,Marc,18/05/2020
Frohmuhl,67148,FOLLENIUS,Didier,18/05/2020
Furchhausen,67149,HITTINGER,Denis,18/05/2020
Furdenheim,67150,WURTZ,Jacques,18/05/2020
Gambsheim,67151,HOFFMANN,Hubert,18/05/2020
Geispolsheim,67152,SCHAEFFER,Jean-Michel,18/05/2020
Geiswiller-Zoebersdorf,67153,HAMMANN,Jean-Georges,18/05/2020
Gerstheim,67154,KOEGLER,Julien,18/05/2020
Gertwiller,67155,HUCHELMANN,Rémy,18/05/2020
Geudertheim,67156,GROSS,Pierre,18/05/2020
Goerlingen,67159,JUNG,Christophe,18/05/2020
Goersdorf,67160,CUNTZ,Freddy,18/05/2020
Gottenhouse,67161,SIMON,Jean-Luc,18/05/2020
Gottesheim,67162,MULLER,Elisabeth,18/05/2020
Gougenheim,67163,KRIEGER,Laurent,18/05/2020
Goxwiller,67164,LOTZ,Suzanne,28/06/2020
Grandfontaine,67165,REMY,Philippe,18/05/2020
Grassendorf,67166,INGWILLER,Bernard,18/05/2020
Grendelbruch,67167,KAES,Jean-Philippe,18/05/2020
Gresswiller,67168,THIELEN,Pierre,18/05/2020
Gries,67169,HOFFSTETTER,Eric,18/05/2020
Griesheim-Près-Molsheim,67172,FRIEDRICH,Christophe,18/05/2020
Griesheim-Sur-Souffel,67173,WUNENBURGER,René,18/05/2020
Gumbrechtshoffen,67174,DUCHMANN,Estelle,18/05/2020
Gundershoffen,67176,VOGT,Victor,18/05/2020
Gunstett,67177,MEYER NÉE HERRLE,Monique,28/06/2020
Gungwiller,67178,WURSTEISEN,Jean-Jacques,18/05/2020
Haegen,67179,OBERLÉ,Marie-Pierre,28/06/2020
Haguenau,67180,STURNI,Claude,18/05/2020
Handschuheim,67181,SCHMITT,Alfred,18/05/2020
Hangenbieten,67182,ULRICH,Laurent,18/05/2020
Harskirchen,67183,BOYON,Benoît,28/06/2020
Hatten,67184,KRAEMER,Serge,18/05/2020
Hattmatt,67185,SUTTER,Alain,18/05/2020
Hegeney,67186,ISEL,Roger,18/05/2020
Heidolsheim,67187,JEHL,Alex,18/05/2020
Heiligenberg,67188,ERNST,Guy,28/06/2020
Heiligenstein,67189,KARL,Jean-Georges,18/05/2020
Hengwiller,67190,BLAES,Marcel,18/05/2020
Herbitzheim,67191,KUFFLER,Michel,18/05/2020
Herbsheim,67192,EKMAN,Stanis,28/06/2020
Herrlisheim,67194,SCHAEFFER,Serge,18/05/2020
Hessenheim,67195,ULRICH,Anne-Louise,18/05/2020
Hilsenheim,67196,MOSSER,Mireille,18/05/2020
Hindisheim,67197,NOTHISEN,Pascal,18/05/2020
Hinsbourg,67198,REUTENAUER,Gilbert,18/05/2020
Hinsingen,67199,BELLOTT,Frédéric,18/05/2020
Hipsheim,67200,ROME,Philippe,18/05/2020
Hirschland,67201,DIERBACH,Guy,18/05/2020
Hochfelden,67202,PFISTER,Georges,18/05/2020
Hochstett,67203,JUNG,Clément,18/05/2020
Hoenheim,67204,DEBES,Vincent,18/05/2020
Hoerdt,67205,RIEDINGER,Denis,18/05/2020
Hoffen,67206,BRAUN,Didier,18/05/2020
Hohengoeft,67208,ENGER,Pierre-Paul,18/05/2020
Hohfrankenheim,67209,LENTZ,Patrick,18/05/2020
Le Hohwald,67210,CONRAD,Patrick,18/05/2020
Holtzheim,67212,IMBS,Pia,18/05/2020
Hunspach,67213,WAHL,Bertrand,18/05/2020
Hurtigheim,67214,RUCH,Jean-Jacques,18/05/2020
Huttendorf,67215,KLEIN,Francis,18/05/2020
Huttenheim,67216,BREITEL,Jean-Jacques,18/05/2020
Ichtratzheim,67217,GILGENMANN,Grégory,18/05/2020
Illkirch-Graffenstaden,67218,PHILIPPS,Thibaud,28/06/2020
Ingenheim,67220,SCHWEITZER,Gérard,18/05/2020
Ingolsheim,67221,FREY,Richard,18/05/2020
Ingwiller,67222,DOEPPEN,Hans,18/05/2020
Innenheim,67223,JULLY,Jean-Claude,18/05/2020
Issenhausen,67225,GUERREIRO,Jérôme,18/05/2020
Ittenheim,67226,GROSSKOST,Alain,18/05/2020
Itterswiller,67227,KIEFFER,Vincent,18/05/2020
Neugartheim-Ittlenheim,67228,DYEUL,Aurélie,18/05/2020
Jetterswiller,67229,MOSER,Sarah,18/05/2020
Kaltenhouse,67230,WENGER,Isabelle,18/05/2020
Kauffenheim,67231,BUBEL,Rémy,18/05/2020
Keffenach,67232,FREY,Anne,18/05/2020
Kertzfeld,67233,BIMBOES-OTZENBERGER,Brigitte,18/05/2020
Keskastel,67234,GLATH,Gabriel,18/05/2020
Kesseldorf,67235,KLEIN,Christophe,18/05/2020
Kienheim,67236,GINSZ,Luc,18/05/2020
Kilstett,67237,LAAS,Francis,18/05/2020
Kindwiller,67238,VOLTZ,Gérard,18/05/2020
Kintzheim,67239,SCHLEIFER,Christian,18/05/2020
Kirchheim,67240,DECK,Patrick,18/05/2020
Kirrberg,67241,BLASER,Jean-Marie,18/05/2020
Kirrwiller,67242,HALTER,Gérard,18/05/2020
Kleingoeft,67244,WILLEM,François,18/05/2020
Knoersheim,67245,ROBITZER,Georges,18/05/2020
Kogenheim,67246,FORGIARINI,Guillaume,18/05/2020
Kolbsheim,67247,KESSOURI,Annie Catherine,18/05/2020
Krautergersheim,67248,HOELT,René,18/05/2020
Krautwiller,67249,NOLTE,Paul,18/05/2020
Kriegsheim,67250,BURG,André,18/05/2020
Kurtzenhouse,67252,MOSER,Marc,18/05/2020
Kuttolsheim,67253,NOE,Vincent,18/05/2020
Kutzenhausen,67254,SITTER,Pierrot,18/05/2020
Lalaye,67255,WALSPURGER,Yvette,18/05/2020
Lampertheim,67256,FABRE,Murielle,18/05/2020
Lampertsloch,67257,WALTER,Dany,18/05/2020
Landersheim,67258,FRINTZ,Damien,18/05/2020
Langensoultzbach,67259,LEDIG,Evelyne,18/05/2020
Laubach,67260,KLIPFEL,Jean-Louis,18/05/2020
Lauterbourg,67261,SAUM,Joseph,10/09/2022
Lembach,67263,TRAUTMANN,Christian,18/05/2020
Leutenheim,67264,ANTONI,Marc,18/05/2020
Lichtenberg,67265,KLEIN,Yves,18/05/2020
Limersheim,67266,SCHAAL,Stéphane,18/05/2020
Lingolsheim,67267,GRAEF-ECKERT,Catherine,18/05/2020
Lipsheim,67268,SCHAAL,René,18/05/2020
Littenheim,67269,SONNENMOSER,Bernard,18/05/2020
Lixhausen,67270,LENGENFELDER,Daniel,18/05/2020
Lobsann,67271,WEINLING-HAMEL,Elisabeth,18/05/2020
Lochwiller,67272,KALCK,Christophe,18/05/2020
Lohr,67273,GANGLOFF,Pierre,28/06/2020
Lorentzen,67274,HECKEL,Dany,18/05/2020
Lupstein,67275,REINER,Denis,18/05/2020
Lutzelhouse,67276,BATT,Jean-Louis,18/05/2020
Mackenheim,67277,SPIELMANN,Jean-Claude,18/05/2020
Mackwiller,67278,WITTMANN,Emmanuel,18/05/2020
Maennolsheim,67279,KUHN,Anny,18/05/2020
Maisonsgoutte,67280,HAESSLER,Christian,18/05/2020
Marckolsheim,67281,PFLIEGERSDOERFFER,Frédéric,18/05/2020
Marlenheim,67282,FISCHER,Daniel,18/05/2020
Marmoutier,67283,WEIL,Jean-Claude,18/05/2020
Matzenheim,67285,JEHL,Laurent,18/05/2020
Meistratzheim,67286,KRAUSS,Claude,18/05/2020
Melsheim,67287,MEHL,Raphaël,18/05/2020
Memmelshoffen,67288,KASTNER,Stéphane,18/05/2020
Menchhoffen,67289,DANNER,Alain,18/05/2020
Merkwiller-Pechelbronn,67290,SCHNEIDER,Dominique,18/05/2020
Mertzwiller,67291,SCHWEIGHOEFFER,Michel,18/05/2020
Mietesheim,67292,OTT,Jean-Marie,18/05/2020
Minversheim,67293,LIENHARD,Bernard,18/05/2020
Mittelbergheim,67295,CAVODEAU,Marie-Josée,18/05/2020
Mittelhausbergen,67296,LORENTZ,Alexandre,18/05/2020
Mittelschaeffolsheim,67298,WACK,Alain,18/05/2020
Mollkirch,67299,TROESTLER,Mario,18/05/2020
Molsheim,67300,FURST,Laurent,18/05/2020
Mommenheim,67301,WOLF,Francis,18/05/2020
Monswiller,67302,PICARD,William,18/05/2020
Morsbronn-Les-Bains,67303,DUDT,Lysianne,18/05/2020
Morschwiller,67304,STEINMETZ,Carine,18/05/2020
Mothern,67305,SCHMALTZ,Isabelle,18/05/2020
Muhlbach-Sur-Bruche,67306,BONEL,Nicolas,18/05/2020
Mulhausen,67307,SCHMITT,René,18/05/2020
Munchhausen,67308,RUCK,Sandra,18/05/2020
Mundolsheim,67309,BULOU,Béatrice,28/06/2020
Mussig,67310,WOTLING,Philippe,18/05/2020
Muttersholtz,67311,BARBIER,Patrick,18/05/2020
Mutzenhouse,67312,WICKER,Pascal,18/05/2020
Mutzig,67313,SCHICKELE,Jean-Luc,28/06/2020
Natzwiller,67314,WOOCK,André,18/05/2020
Neewiller-Près-Lauterbourg,67315,LICHTEBLAU,Monique,18/05/2020
Neubois,67317,UHLERICH,Marie Odile,28/06/2020
Neuhaeusel,67319,KRILOFF,Sébastien,18/05/2020
Neuve-Eglise,67320,KRAUTH,Alexandre,18/05/2020
Neuviller-La-Roche,67321,WOLFF,André,18/05/2020
Neuwiller-Lès-Saverne,67322,BURRUS,Daniel,18/05/2020
Niederbronn-Les-Bains,67324,GUILLIER,Anne,18/05/2020
Niederhaslach,67325,HELLBOURG-VON MOEGEN,Marielle,18/05/2020
Niederhausbergen,67326,HERZOG,Jean Luc,18/05/2020
Niederlauterbach,67327,FRITZ,André,18/05/2020
Niedermodern,67328,KRIEGER,Dorothée,18/05/2020
Niedernai,67329,RUSCHER,Valérie,18/05/2020
Niederroedern,67330,DRION,Denis,18/05/2020
Niederschaeffolsheim,67331,STEINMETZ,Brigitte,18/05/2020
Niedersoultzbach,67333,HOERTH,Jean-Michel,18/05/2020
Niedersteinbach,67334,SCHERTZ,Christophe,28/06/2020
Nordheim,67335,MALINGREY,Christophe,18/05/2020
Nordhouse,67336,ROHMER,Jean-Marie,18/05/2020
Nothalten,67337,REIBEL,Marc,18/05/2020
Obenheim,67338,SCHENK,Rémy,18/05/2020
Betschdorf,67339,WEISS,Adrien,18/05/2020
Oberbronn,67340,BETTINGER,Patrick,18/05/2020
Oberdorf-Spachbach,67341,FERBACH,Dominique,18/05/2020
Oberhaslach,67342,BIEHLER,Jean,18/05/2020
Oberhausbergen,67343,DELATTRE,Cécile,18/05/2020
Oberhoffen-Lès-Wissembourg,67344,HAUER,Thomas,18/05/2020
Oberhoffen-Sur-Moder,67345,KOESSLER-HERRMANN,Cathy,28/06/2020
Oberlauterbach,67346,KRAEMER,Bruno,18/05/2020
Obermodern-Zutzendorf,67347,STEGNER,Helmut,18/05/2020
Obernai,67348,FISCHER,Bernard,18/05/2020
Oberroedern,67349,PHILIPPS,Claude,18/05/2020
Oberschaeffolsheim,67350,PREVE,Jean Paul,18/05/2020
Seebach,67351,LOM,Michel,18/05/2020
Obersoultzbach,67352,MULLER,Richard,18/05/2020
Obersteinbach,67353,STURM,Céline,28/06/2020
Odratzheim,67354,JEHL,François,18/05/2020
Oermingen,67355,SCHMIDT,Simon,18/05/2020
Offendorf,67356,HOMMEL,Denis,18/05/2020
Offwiller,67358,HILT,Patrice,18/05/2020
Ohlungen,67359,KLIEBER,Daniel,18/05/2020
Ohnenheim,67360,SCHUNCK,Jacqueline,18/05/2020
Olwisheim,67361,RHEIN,Alain,18/05/2020
Orschwiller,67362,RISCH,Claude,18/05/2020
Osthoffen,67363,DE VREESE,Wilfrid,18/05/2020
Osthouse,67364,BREYSACH,Christophe,18/05/2020
Ostwald,67365,BAAS,Fabienne,28/06/2020
Ottersthal,67366,GERARD,Daniel,18/05/2020
Otterswiller,67367,CREMMEL,Joseph,18/05/2020
Ottrott,67368,DEYBACH,Claude,18/05/2020
Ottwiller,67369,BURR,Christine,18/05/2020
Petersbach,67370,FAUTH,Christian,18/05/2020
La Petite-Pierre,67371,WINDSTEIN,Claude,18/05/2020
Val De Moder,67372,ENDERLIN,Jean-Denis,18/05/2020
Pfalzweyer,67373,HOLZSCHERER,Daniel,18/05/2020
Pfulgriesheim,67375,JACOB,André,18/05/2020
Plaine,67377,SIMONI,Patricia,04/02/2023
Plobsheim,67378,LECKLER,Michèle,18/05/2020
Preuschdorf,67379,PFEIFFER-RINIE,Dominique,18/05/2020
Printzheim,67380,EICHHOLTZER,Michel,18/05/2020
Puberg,67381,DE FIGUEIREDO,Francisco,18/05/2020
Quatzenheim,67382,WAGNER,Jacky,28/06/2020
Rangen,67383,HEITMANN,Léon,18/05/2020
Ranrupt,67384,SIEFFER,Thierry,18/05/2020
Ratzwiller,67385,DEHLINGER,Thierry,18/05/2020
Rauwiller,67386,KLEIN,Rémy,18/05/2020
Reichsfeld,67387,KOBLOTH,Vincent,18/05/2020
Reichshoffen,67388,WALTER,Hubert,18/05/2020
Reichstett,67389,SCHULER,Georges,18/05/2020
Reinhardsmunster,67391,KISTER,Bruno,18/05/2020
Reipertswiller,67392,LEICHTWEIS,Samuel,28/06/2020
Retschwiller,67394,SCHEIB,Esther,18/05/2020
Reutenbourg,67395,GEORGER,Frédéric,18/05/2020
Rexingen,67396,BURRY,Francis,18/05/2020
Rhinau,67397,HORNY-GONIER,Marianne,18/05/2020
Richtolsheim,67398,TAGLANG,Rémy,18/05/2020
Riedseltz,67400,RICHERT,René,18/05/2020
Rimsdorf,67401,ENGELMANN,Didier,18/05/2020
Ringendorf,67403,HERRMANN,Pascal,18/05/2020
Rittershoffen,67404,WEIGEL,Jean-Bernard,18/05/2020
Roeschwoog,67405,LORENTZ,Michel,18/05/2020
Rohr,67406,TOUSSAINT,Jean-Luc,18/05/2020
Rohrwiller,67407,SUTTER,Laurent,18/05/2020
Romanswiller,67408,HERMANN,Dominique,18/05/2020
Roppenheim,67409,STUMPF,René,18/05/2020
Rosenwiller,67410,WANTZ,Philippe,18/05/2020
Rosheim,67411,HERR,Michel,18/05/2020
Rossfeld,67412,KOEHLER,Daniel,18/05/2020
Rosteig,67413,RINIE,Jean-Luc,18/05/2020
Rothau,67414,SCHEER,Marc,18/05/2020
Rothbach,67415,KLEIN,Pascal,18/05/2020
Rott,67416,STROHL,Claude,28/06/2020
Rottelsheim,67417,METZ,Clément,18/05/2020
Rountzenheim-Auenheim,67418,KLÖPPER,Bénédicte,18/05/2020
Russ,67420,GIROLD,Marc,18/05/2020
Saales,67421,MANGENET,Romain,18/05/2020
Saasenheim,67422,NEEFF,Anne-Marie,18/05/2020
Saessolsheim,67423,MULLER,Dominique,18/05/2020
Saint-Blaise-La-Roche,67424,DESAGA,Gérard,18/05/2020
Saint-Jean-Saverne,67425,GOETZ,Jean,18/05/2020
Saint-Martin,67426,MULLER,André,28/06/2020
Saint-Maurice,67427,WITZ,Jean-Marc,18/05/2020
Saint-Nabor,67428,MULLER,Régis,18/05/2020
Saint-Pierre,67429,RUXER,Denis,18/05/2020
Saint-Pierre-Bois,67430,MEYER,Alain,18/05/2020
Salmbach,67432,WEIGEL,Jacques,28/06/2020
Sand,67433,SCHULTZ,Denis,18/05/2020
Sarre-Union,67434,SÉNÉ,Marc,18/05/2020
Sarrewerden,67435,TAESCH,Jean-Joseph,18/05/2020
Saulxures,67436,HERRY,Hubert,18/05/2020
Saverne,67437,LEYENBERGER,Stéphane,18/05/2020
Schaeffersheim,67438,KERN,Marie-Berthe,18/05/2020
Schaffhouse-Près-Seltz,67440,GIRAUD,Philippe,18/05/2020
Schalkendorf,67441,KRIEGER,Bernard,18/05/2020
Scharrachbergheim-Irmstett,67442,THOLÉ,Sylvie,18/05/2020
Scheibenhard,67443,HELFFRICH,Gérard,18/05/2020
Scherlenheim,67444,LEHMANN,Marie-Paule,18/05/2020
Scherwiller,67445,SOHLER,Olivier,18/05/2020
Schillersdorf,67446,KRAPFENBAUER,Marc,18/05/2020
Schiltigheim,67447,DAMBACH,Danielle,18/05/2020
Schirmeck,67448,BERTRAND,Laurent,18/05/2020
Schirrhein,67449,SCHOTT,Patrick,18/05/2020
Schirrhoffen,67450,HEITZ,Christine,18/05/2020
Schleithal,67451,SCHMITT,Chantal,18/05/2020
Schnersheim,67452,BOEHLER,Denise,18/05/2020
Schoenau,67453,BUTSCHA,Michel,18/05/2020
Schoenbourg,67454,SPAEDIG,André,18/05/2020
Schoenenbourg,67455,MEYER,Marc,18/05/2020
Schopperten,67456,REEB,Sylvie,18/05/2020
Schweighouse-Sur-Moder,67458,SPECHT,Philippe,18/05/2020
Schwenheim,67459,OELSCHLAEGER,Gabriel,18/05/2020
Schwindratzheim,67460,ULRICH,Xavier,18/05/2020
Schwobsheim,67461,KEMPF,Denise,18/05/2020
Sélestat,67462,BAUER,Marcel,28/06/2020
Seltz,67463,BALL,Jean-Luc,18/05/2020
Sermersheim,67464,WILLMANN,Fernand,18/05/2020
Sessenheim,67465,RIEDINGER,Raymond,28/06/2020
Siegen,67466,GAST,René,18/05/2020
Siewiller,67467,FENRICH,Guy,18/05/2020
Solbach,67470,LOUX,Ervain Henri,18/05/2020
Souffelweyersheim,67471,PERRIN,Pierre,18/05/2020
Soufflenheim,67472,SCHEYDECKER,Camille,18/05/2020
Soultz-Les-Bains,67473,SCHMITT,Guy,18/05/2020
Soultz-Sous-Forêts,67474,SCHIMPF,Christophe,18/05/2020
Sparsbach,67475,BOURJAT,Françoise,28/06/2020
Stattmatten,67476,MERKEL,Jean-Jacques,18/05/2020
Steige,67477,HOULNE,Monique,18/05/2020
Steinbourg,67478,KERN,Viviane,18/05/2020
Steinseltz,67479,HECKY,Christophe,18/05/2020
Still,67480,GONÇALVES,Alexandre,18/05/2020
Stotzheim,67481,KOENIG,Jean-Marie,18/05/2020
Strasbourg,67482,BARSEGHIAN,Jeanne,28/06/2020
Struth,67483,BERRON,Jean-Claude,18/05/2020
Stundwiller,67484,WURSTER,Alain,18/05/2020
Stutzheim-Offenheim,67485,LAMBERT,Jean-Charles,18/05/2020
Sundhouse,67486,KLOTZ,Mathieu,18/05/2020
Surbourg,67487,ROUX,Olivier,18/05/2020
Thal-Drulingen,67488,BACH,Frédy,18/05/2020
Thal-Marmoutier,67489,DISTEL,Jean-Claude,18/05/2020
Thanvillé,67490,BUHL,Patrick,18/05/2020
Tieffenbach,67491,LETSCHER,Roland,18/05/2020
Traenheim,67492,STROHMENGER,Gérard,18/05/2020
Triembach-Au-Val,67493,DEBAUCHEZ,Gérard,18/05/2020
Trimbach,67494,HAENNEL,Jean-Paul Martin,18/05/2020
Truchtersheim,67495,VOGEL,Justin,18/05/2020
Uhlwiller,67497,KLEFFER,Thomas,18/05/2020
Uhrwiller,67498,FICHTER,Michel,18/05/2020
Urbeis,67499,MANGEOLLE,Abel,18/05/2020
Urmatt,67500,GRISÉ,Alain,18/05/2020
Uttenheim,67501,ISSENHUTH,Jean-Pierre,18/05/2020
Uttenhoffen,67502,BAUER,Thomas,18/05/2020
Uttwiller,67503,KOENIG,Roland,18/05/2020
Valff,67504,LUTZ,Germain,18/05/2020
La Vancelle,67505,CLAVER,Michèle,18/05/2020
Vendenheim,67506,PFRIMMER,Philippe,18/05/2020
Villé,67507,PFANN,Lionel,18/05/2020
Voellerdingen,67508,BACH,Francis,18/05/2020
Volksberg,67509,STOEBENER,Georges,18/05/2020
Wahlenheim,67510,LUTZ,Maurice,28/06/2020
Walbourg,67511,SCHNEIDER,Francis,28/06/2020
Waldersbach,67513,REYMANN,Pierre,18/05/2020
Waldhambach,67514,BRUPPACHER,Frédéric,18/05/2020
Waldolwisheim,67515,WINTZ,Marc,18/05/2020
Waltenheim-Sur-Zorn,67516,KREBS,Jeannot,18/05/2020
Wangen,67517,JUNG,Yves,18/05/2020
La Wantzenau,67519,KANNENGIESER,Michèle,18/05/2020
Wasselonne,67520,ESCHLIMANN,Michèle,18/05/2020
Weinbourg,67521,RUDIO,Yves,18/05/2020
Weislingen,67522,BURGER,Marc,18/05/2020
Weitbruch,67523,HENRION,Damien,18/05/2020
Weiterswiller,67524,EICHWALD,Claude,18/05/2020
Westhoffen,67525,GEIST,Pierre,18/05/2020
Westhouse,67526,STRIEBEL,Christian,18/05/2020
Westhouse-Marmoutier,67527,HAETTEL,Jean-Claude,18/05/2020
Weyer,67528,ROHRBACH,Eddy,18/05/2020
Weyersheim,67529,ROEHLLY,Sylvie,18/05/2020
Wickersheim-Wilshausen,67530,HATT,René,18/05/2020
Wildersbach,67531,MICHEL,Jacques,18/05/2020
Willgottheim,67532,HUCKERT,Claudine,18/05/2020
Wilwisheim,67534,SCHMITT,Elodie,18/05/2020
Wimmenau,67535,SAND,Gilbert,18/05/2020
Windstein,67536,OMPHALIUS,Steeve,18/05/2020
Wingen,67537,SCHMITT,André,18/05/2020
Wingen-Sur-Moder,67538,DORSCHNER,Christian,18/05/2020
Wingersheim Les Quatre Bans,67539,FREUND,Bernard,18/05/2020
Wintershouse,67540,OTT-DOLLINGER,Christine,18/05/2020
Wintzenbach,67541,JOERGER,Fabien,18/05/2020
Wintzenheim-Kochersberg,67542,NORTH,Alain,18/05/2020
Wisches,67543,FERRY,Alain,18/05/2020
Wissembourg,67544,FISCHER-JUNCK,Sandra,28/06/2020
Witternheim,67545,BRAUN,Philippe,18/05/2020
Wittersheim,67546,STEINMETZ,Jean-Marc,18/05/2020
Wittisheim,67547,KNOBLOCH,Christophe,18/05/2020
Wiwersheim,67548,MICHEL,Roland,18/05/2020
Woerth,67550,FUCHS,Alain,18/05/2020
Wolfisheim,67551,AMIET,Eric,18/05/2020
Wolfskirchen,67552,STRACKAR,Annick,18/05/2020
Wolschheim,67553,GITZ,Jean-Marc,18/05/2020
Wolxheim,67554,KIFFEL,Adrien,18/05/2020
Zehnacker,67555,BASTIAN,Patrick,18/05/2020
Zeinheim,67556,GOETZ,François,18/05/2020
Zellwiller,67557,HEITZ,Denis,18/05/2020
Zinswiller,67558,WERNERT,Christophe,18/05/2020
Zittersheim,67559,REICHHART,Jean-Marc,18/05/2020
Siltzheim,67468,SCHMITT,Sébastien,18/05/2020
Algolsheim,68001,SIEBER,André,18/05/2020
Altenach,68002,LAMÈRE,Jean-Luc,18/05/2020
Altkirch,68004,JANDER,Nicolas,18/05/2020
Ammerschwihr,68005,REINSTETTEL,Patrick,18/05/2020
Bernwiller,68006,BAUR,Patrick,15/05/2022
Andolsheim,68007,REBERT,Christian,18/05/2020
Appenwihr,68008,SAUTIVET,Thierry,18/05/2020
Artzenheim,68009,GEBHARD,Claude,18/05/2020
Aspach,68010,SCHOENIG,Fabien,18/05/2020
Aspach-Le-Bas,68011,LEMBLE,Maurice,18/05/2020
Aspach-Michelbach,68012,HORNY,François,18/05/2020
Attenschwiller,68013,WIEDERKEHR,Denis,28/06/2020
Aubure,68014,GAY,Marie-Paule,18/05/2020
Baldersheim,68015,LOGEL,Pierre,18/05/2020
Balgau,68016,JEANDEL,Philippe,28/06/2020
Ballersdorf,68017,WIEST,Laurent,18/05/2020
Balschwiller,68018,JACOBERGER,Thierry,18/05/2020
Baltzenheim,68019,FRÉCHARD,Sébastien,18/05/2020
Bantzenheim,68020,ONIMUS,Roland,18/05/2020
Bartenheim,68021,KANNENGIESER,Bernard,28/06/2020
Battenheim,68022,GUTH,Maurice,18/05/2020
Beblenheim,68023,KLEIM,Antoine,18/05/2020
Bellemagny,68024,BILGER,Christian,18/05/2020
Bendorf,68025,ANTONY,Antoine,18/05/2020
Bennwihr,68026,DONATH,Francis,18/05/2020
Berentzwiller,68027,GROELLY,Gérard,18/05/2020
Bergheim,68028,SCHNEIDER,Elisabeth,18/05/2020
Bergholtz,68029,GALLIATH,Jean-Luc,18/05/2020
Bergholtz-Zell,68030,WELTY,André,18/05/2020
Berrwiller,68032,JORDAN,Fabian,18/05/2020
Bettendorf,68033,ZURBACH,Jean,18/05/2020
Bettlach,68034,BIANCOTTI,Anne-Marie,18/05/2020
Biederthal,68035,CORDIER,Danielle,18/05/2020
Biesheim,68036,HUG,Gérard,18/05/2020
Biltzheim,68037,VONAU,Gilbert,18/05/2020
Bischwihr,68038,HELMLINGER,Marie-Joseph,18/05/2020
Bisel,68039,BERBETT,Joseph,18/05/2020
Bitschwiller-Les-Thann,68040,FERRARI,Pascal,18/05/2020
Blodelsheim,68041,BERINGER,François,18/05/2020
